id,character,dialog,next_event_id,next_event,name,chapter
339,JUGADOR,Let's knock the door down.,340,CONVERSATION,INT. CASTILLO - ATARDECER 11,INT. CASTILLO - ATARDECER
340,LIRIA,"Well... That's a very... ""orthodox"" way to solve the problem.",341,CONVERSATION,INT. CASTILLO - ATARDECER 12,INT. CASTILLO - ATARDECER
341,LIRIA,...Though I won't deny it would save us quite a bit of time.,342,CONVERSATION,INT. CASTILLO - ATARDECER 13,INT. CASTILLO - ATARDECER
342,LIRIA,"I guess there's nothing to lose by trying, right?",,END,INT. CASTILLO - ATARDECER 14,INT. CASTILLO - ATARDECER
343,JUGADOR,There's nothing to see here... Let's forget the castle.,344,CONVERSATION,INT. CASTILLO - ATARDECER 15,INT. CASTILLO - ATARDECER
344,LIRIA,Uhm... I'm not so sure...,345,CONVERSATION,INT. CASTILLO - ATARDECER 16,INT. CASTILLO - ATARDECER
345,LIRIA,"It feels strange that the Castle is so well protected, considering the state of the city.",346,CONVERSATION,INT. CASTILLO - ATARDECER 17,INT. CASTILLO - ATARDECER
346,LIRIA,"But if you think we shouldn't stop here, that's fine. I support your decision.",347,CONVERSATION,INT. CASTILLO - ATARDECER 18,INT. CASTILLO - ATARDECER
347,LIRIA,We can always come back.,,END,INT. CASTILLO - ATARDECER 19,INT. CASTILLO - ATARDECER
348,LIRIA,At last! Here we are!,349,CONVERSATION,INT. RECIBIDOR DEL CASTILLO - ATARDECER 1,INT. RECIBIDOR DEL CASTILLO - ATARDECER
349,LIRIA,Can't say it was a piece of cake...,350,CONVERSATION,INT. RECIBIDOR DEL CASTILLO - ATARDECER 2,INT. RECIBIDOR DEL CASTILLO - ATARDECER
350,LIRIA,But there's no doubt we did it in record time!,351,CONVERSATION,INT. RECIBIDOR DEL CASTILLO - ATARDECER 3,INT. RECIBIDOR DEL CASTILLO - ATARDECER
351,LIRIA,What would you do without my efficient directions?,352,CONVERSATION,INT. RECIBIDOR DEL CASTILLO - ATARDECER 4,INT. RECIBIDOR DEL CASTILLO - ATARDECER
352,LIRIA,"Anyway, don't bother thanking me... I'm your guide, after all.",353,CONVERSATION,INT. RECIBIDOR DEL CASTILLO - ATARDECER 5,INT. RECIBIDOR DEL CASTILLO - ATARDECER
353,LIRIA,You'll thank me anyway once we manage to get to the bottom of this.,354,CONVERSATION,INT. RECIBIDOR DEL CASTILLO - ATARDECER 6,INT. RECIBIDOR DEL CASTILLO - ATARDECER
354,LIRIA,Onward—no time to waste!,,END,INT. RECIBIDOR DEL CASTILLO - ATARDECER 7,INT. RECIBIDOR DEL CASTILLO - ATARDECER
355,LIRIA,Wow… What a lot of information…,356,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 1,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
356,LIRIA,There must be centuries of knowledge gathered here.,357,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 2,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
357,LIRIA,We can't linger for long…,358,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 3,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
358,LIRIA,Though it would be a shame to waste all this material.,359,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 4,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
359,LIRIA,"They say ""knowledge takes up no space,"" right?",360,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 5,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
360,LIRIA,Do you want us to take a look at some of this?,361,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 6,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
361,JUGADOR,“Chronicles of the Cataclysm (Vol. I)”,362,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 7,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
362,ENCICLOPEDIA POLVORIENTA,The Realms of Being have sheltered an extremely varied array of beings.,363,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 8,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
363,ENCICLOPEDIA POLVORIENTA,"Fierce orcs, skillful elves, ingenious goblins.",364,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 9,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
364,ENCICLOPEDIA POLVORIENTA,"Yet, almost in their full entirety, they have always shared a very distinctive trait:",365,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 10,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
365,ENCICLOPEDIA POLVORIENTA,A fervent love for myths and fantasies.,366,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 11,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
366,ENCICLOPEDIA POLVORIENTA,Few of them will take interest in what is treasured within these pages.,367,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 12,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
367,ENCICLOPEDIA POLVORIENTA,"This is no ordinary legend, but a glimpse of history.",368,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 13,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
368,ENCICLOPEDIA POLVORIENTA,"Eons ago there existed, beneath our feet, a world utterly unrecognizable to us.",369,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 14,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
369,ENCICLOPEDIA POLVORIENTA,"A whole continent, unified. Harmonious.",370,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 15,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
370,ENCICLOPEDIA POLVORIENTA,"A reality, perhaps, too idyllic for our kind.",371,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 16,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
371,ENCICLOPEDIA POLVORIENTA,The sustained abuse our races inflicted upon our land…,372,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 17,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
372,ENCICLOPEDIA POLVORIENTA,"Slowly saturated it, giving rise to a nightmare in the deepest part of its fate.",373,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 18,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
373,ENCICLOPEDIA POLVORIENTA,"A creature of immeasurable power and indescribable appearance,",374,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 19,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
374,ENCICLOPEDIA POLVORIENTA,Capable of razing lands and parting seas.,375,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 20,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
375,ENCICLOPEDIA POLVORIENTA,They called it... Vor...,376,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 21,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
376,JUGADOR,“Letter to the Masters of the Focus”,377,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 22,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
377,MANUSCRITO DAÑADO,"Esteemed Masters of the Focus,",378,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 23,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
378,MANUSCRITO DAÑADO,To write these lines knowing they will end up in your keeping is…,379,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 24,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
379,MANUSCRITO DAÑADO,an indescribable honor for a servant.,380,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 25,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
380,MANUSCRITO DAÑADO,I hope my words find you in the fullest health.,381,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 26,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
381,MANUSCRITO DAÑADO,"I write with the vehemence of formally requesting training, in light of my recent progress.",382,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 27,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
382,MANUSCRITO DAÑADO,I have spent years cultivating my spirit..,383,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 28,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
383,MANUSCRITO DAÑADO,Pursuing the dream of crowning myself the fiercest archer in the Realms of Being.,384,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 29,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
384,MANUSCRITO DAÑADO,My skills are truly exceptional. I cannot wait for the moment to show them to you.,385,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 30,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
385,MANUSCRITO DAÑADO,"Yet as of today, few options, I feel, would bring me as close to that dream as training under your tutelage,",386,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 31,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
386,MANUSCRITO DAÑADO,Training hard beneath the Sun alongside the rest of your fortunate apprentices.,387,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 32,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
387,MANUSCRITO DAÑADO,The heroic stories I have heard throughout my life about the Cyclops and the Siren…,388,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 33,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
388,MANUSCRITO DAÑADO,…The strength and the prowess; the rigor and the indulgence…,389,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 34,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
389,MANUSCRITO DAÑADO,"They are what have brought me here, to this very moment.",390,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 35,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
390,MANUSCRITO DAÑADO,They are what have made me surpass limits I did not believe possible.,391,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 36,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
391,MANUSCRITO DAÑADO,I hope to soon delight in your severity,392,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 37,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
392,MANUSCRITO DAÑADO,I promise to be worthy.,393,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 38,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
393,MANUSCRITO DAÑADO,Signed…,394,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 39,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
394,JUGADOR,Let's go.,395,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 40,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
395,LIRIA,Understood!,396,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 41,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
396,LIRIA,But one day you have to bring me back…,397,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 42,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
397,LIRIA,I could spend weeks rummaging through this room.,398,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 43,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
398,LIRIA,Let's leave it for when there isn't an emerging horde terrifying any city.,399,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 44,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
399,LIRIA,"After all, the books aren't going to walk away…",400,CONVERSATION,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 45,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
400,LIRIA,…Right?,,END,INT. BIBLIOTECA DEL CASTILLO - ATARDECER 46,INT. BIBLIOTECA DEL CASTILLO - ATARDECER
401,LIRIA,This must be the Chapel...,402,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 1,INT. CAPILLA DEL CASTILLO - ATARDECER
402,LIRIA,It feels strange to be in a place like this all alone.,403,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 2,INT. CAPILLA DEL CASTILLO - ATARDECER
403,LIRIA,"Well, I'm with you, but you know what I mean.",404,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 3,INT. CAPILLA DEL CASTILLO - ATARDECER
404,LIRIA,Uhm...,405,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 4,INT. CAPILLA DEL CASTILLO - ATARDECER
405,LIRIA,Don't you feel the atmosphere is kind of... off?,406,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 5,INT. CAPILLA DEL CASTILLO - ATARDECER
406,LIRIA,I don't feel completely safe here...,407,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 6,INT. CAPILLA DEL CASTILLO - ATARDECER
407,LIRIA,I think we should move on soon.,408,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 7,INT. CAPILLA DEL CASTILLO - ATARDECER
408,JUGADOR,You call the shots. Let's move.,409,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 8,INT. CAPILLA DEL CASTILLO - ATARDECER
409,LIRIA,"I really appreciate it, NAME.",410,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 9,INT. CAPILLA DEL CASTILLO - ATARDECER
410,LIRIA,I feel like someone is watching us...,411,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 10,INT. CAPILLA DEL CASTILLO - ATARDECER
411,LIRIA,Maybe it's better to come back another time.,,END,INT. CAPILLA DEL CASTILLO - ATARDECER 11,INT. CAPILLA DEL CASTILLO - ATARDECER
412,JUGADOR,Let's look around a bit more.,413,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 12,INT. CAPILLA DEL CASTILLO - ATARDECER
413,LIRIA,"Alright, alright...",414,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 13,INT. CAPILLA DEL CASTILLO - ATARDECER
414,LIRIA,Let's get closer to the altar.,415,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 14,INT. CAPILLA DEL CASTILLO - ATARDECER
415,LIRIA,Mmm...,416,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 15,INT. CAPILLA DEL CASTILLO - ATARDECER
416,LIRIA,"Look, NAME, there's a book lying open wide.",417,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 16,INT. CAPILLA DEL CASTILLO - ATARDECER
417,LIRIA,It looks like a Bible... And it has some phrases underlined on this page.,418,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 17,INT. CAPILLA DEL CASTILLO - ATARDECER
418,LIRIA,Do you want us to read them?,419,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 18,INT. CAPILLA DEL CASTILLO - ATARDECER
419,JUGADOR,Let's get to it.,420,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 19,INT. CAPILLA DEL CASTILLO - ATARDECER
420,BIBLIA,"In the beginning there was nothing, save the Divinity.",421,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 20,INT. CAPILLA DEL CASTILLO - ATARDECER
421,BIBLIA,"And from its breath matter was born. And from its word, light.",422,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 21,INT. CAPILLA DEL CASTILLO - ATARDECER
422,BIBLIA,"With its own hands it traced the vault of the heavens, and with the echo of its voice it sowed the seas, the mountains, and the rivers.",423,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 22,INT. CAPILLA DEL CASTILLO - ATARDECER
423,BIBLIA,"The world was one, perfect and whole, an unblemished reflection of its thought.",424,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 23,INT. CAPILLA DEL CASTILLO - ATARDECER
424,BIBLIA,"But fullness was repudiated by its own creation, and its fabric was torn.",425,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 24,INT. CAPILLA DEL CASTILLO - ATARDECER
425,BIBLIA,"What was one shattered into fragments. Each fragment, a glimmer of the origin.",426,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 25,INT. CAPILLA DEL CASTILLO - ATARDECER
426,BIBLIA,"Since then, the lands remain divided.",427,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 26,INT. CAPILLA DEL CASTILLO - ATARDECER
427,BIBLIA,"But the Divinity neither hides nor is extinguished, for in every spark of life its fire still burns.",428,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 27,INT. CAPILLA DEL CASTILLO - ATARDECER
428,BIBLIA,"And it shall be on the appointed day, when the parts are gathered, that its face shall be revealed once more.",429,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 28,INT. CAPILLA DEL CASTILLO - ATARDECER
429,BIBLIA,What is broken shall find redemption in the eternal.,430,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 29,INT. CAPILLA DEL CASTILLO - ATARDECER
430,JUGADOR,That's enough. We can go.,431,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 30,INT. CAPILLA DEL CASTILLO - ATARDECER
431,LIRIA,How you love making me feel awful for nothing...,432,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 31,INT. CAPILLA DEL CASTILLO - ATARDECER
432,LIRIA,"But hey, if you want to leave this place, I won't complain either.",433,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 32,INT. CAPILLA DEL CASTILLO - ATARDECER
433,LIRIA,"Honestly, I was hoping you'd say something like that.",434,CONVERSATION,INT. CAPILLA DEL CASTILLO - ATARDECER 33,INT. CAPILLA DEL CASTILLO - ATARDECER
434,LIRIA,"Come on, let's go!",,END,INT. CAPILLA DEL CASTILLO - ATARDECER 34,INT. CAPILLA DEL CASTILLO - ATARDECER
435,LIRIA,NAME... I think we've reached the Throne Room.,436,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 1,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
436,LIRIA,"However, it's as deserted as the rest of the castle.",437,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 2,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
437,LIRIA,"There are some signs of damage, but... There's no trace of any battle.",438,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 3,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
438,LIRIA,"I suppose that's reason to celebrate, but...",439,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 4,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
439,LIRIA,Don't you find it unsettling?,440,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 5,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
440,LIRIA,It certainly doesn't inspire much calm.,441,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 6,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
441,JUGADOR,Let's get closer to the Throne.,442,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 7,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
442,LIRIA,"Sure, let's take a closer look.",443,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 8,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
443,LIRIA,Maybe that way we'll find out where the king is.,444,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 9,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
444,LIRIA,Mmm...,445,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 10,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
445,LIRIA,"It doesn't seem damaged, although its position isn't the usual one.",446,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 11,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
446,LIRIA,"It's slightly rotated. As if someone had leaned on it, or given it some kind of blow...",447,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 12,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
447,JUGADOR,Let's inspect the damage.,448,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 13,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
448,LIRIA,"Good idea, NAME. Let's try to find out where everyone has gone.",449,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 14,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
449,LIRIA,Mmm... Look at these carpets.,450,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 15,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
450,LIRIA,They have creases. They're slightly rolled up.,451,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 16,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
451,LIRIA,As if someone had run over them in desperation.,452,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 17,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
452,LIRIA,Ouch...,453,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 18,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
453,LIRIA,I hope they're all okay...,454,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 19,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
454,???,Ughh...,455,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 20,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
455,LIRIA,"Oh, no...",456,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 21,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
456,???,UUUUGGHHH...,457,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 22,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
457,LIRIA,"No, no, no!",458,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 23,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
458,???,AAAHHGGG!,459,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 24,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
459,LIRIA,"Get ready, NAME!",460,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 25,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
460,LIRIA,Good heavens...,461,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 26,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
461,LIRIA,This castle doesn't give you a moment's rest!,462,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 27,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
462,LIRIA,Good thing we could take it down.,463,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 28,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
463,LIRIA,"I know we make a great team, but... I never underestimate the enemy.",464,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 29,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
464,LIRIA,"And this one in particular, you have to admit, was a tough one.",465,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 30,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
465,LIRIA,"Anyway, at least it seems it left us a nice present.",466,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 31,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
466,LIRIA,...Or didn't you see what it dropped when we defeated it?,467,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 32,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
467,LIRIA,It's a silver key... Although it's a bit rusty.,468,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 33,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
468,LIRIA,"If the enemy had it on it, it's very likely it took it from somewhere nearby.",469,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 34,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
469,LIRIA,It's very likely it won't be of infinite use later on.,470,CONVERSATION,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 35,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
470,LIRIA,Let's keep exploring the castle to find out!,,END,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER 36,INT. SALA DEL TRONO DEL CASTILLO – ATARDECER
471,LIRIA,Mmm… Another blocked door.,472,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 1,INT. APOSENTOS DEL REY - ATARDECER
472,LIRIA,And this one looks pretty sturdy…,473,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 2,INT. APOSENTOS DEL REY - ATARDECER
473,LIRIA,This is… oak? It also has wrought-iron reinforcements.,474,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 3,INT. APOSENTOS DEL REY - ATARDECER
474,LIRIA,"But, look!",475,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 4,INT. APOSENTOS DEL REY - ATARDECER
475,LIRIA,It has a lock on the lower half…,476,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 5,INT. APOSENTOS DEL REY - ATARDECER
476,LIRIA,Maybe we can open it easily with the right pick.,,END,INT. APOSENTOS DEL REY - ATARDECER 6,INT. APOSENTOS DEL REY - ATARDECER
477,JUGADOR,Let's use a key.,478,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 7,INT. APOSENTOS DEL REY - ATARDECER
478,LIRIA,Uhmm… That's right!,479,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 8,INT. APOSENTOS DEL REY - ATARDECER
479,LIRIA,That Distraction Raven we fought in the baths dropped a key.,480,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 9,INT. APOSENTOS DEL REY - ATARDECER
480,LIRIA,I think it could fit perfectly…,481,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 10,INT. APOSENTOS DEL REY - ATARDECER
481,LIRIA,"Let's try it, NAME.",482,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 11,INT. APOSENTOS DEL REY - ATARDECER
482,LIRIA,…,483,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 12,INT. APOSENTOS DEL REY - ATARDECER
483,PUERTA,*CLACK*,484,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 13,INT. APOSENTOS DEL REY - ATARDECER
484,LIRIA,Olé! It's open!,485,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 14,INT. APOSENTOS DEL REY - ATARDECER
485,LIRIA,"Come on, let's see what they're hiding in here with such secrecy.",,END,INT. APOSENTOS DEL REY - ATARDECER 15,INT. APOSENTOS DEL REY - ATARDECER
486,JUGADOR,Let's use a key.,487,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 16,INT. APOSENTOS DEL REY - ATARDECER
487,LIRIA,"That would be an amazing idea, NAME…",488,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 17,INT. APOSENTOS DEL REY - ATARDECER
488,LIRIA,"…if we had one, of course.",489,CONVERSATION,INT. APOSENTOS DEL REY - ATARDECER 18,INT. APOSENTOS DEL REY - ATARDECER
